LOC_ID,gene_ID,unitpro,up_evalue,cel,cel_evalue,dmel,dmel_evalue,spur_acc,spur_evalue
LOC105317175,uncharacterized LOC105317175,Q7NQE6.1,0.55,ZK455.7.2,3.1,,,XP_030830144.1,0.22
LOC105317176,spindle and kinetochore-associated protein 1,Q96BD8.1,1.58e-43,Y106G6H.15.2,4.42e-07,shi-PK,0.34,XP_030832996.1,4.28e-48
LOC105317177,cilia- and flagella-associated protein 53,A0A0R4IFG5.1,2.43e-88,K08C7.3b.1,0.27,,,XP_791380.4,8.57e-165
LOC105317179,DNA polymerase kappa,Q9UBT6.1,0,F22B7.6a.1,1.79e-111,PolH-PA,8.25e-21,XP_030832453.1,2.88e-93
LOC105317178,"coenzyme Q-binding protein COQ10 homolog B, mitochondrial-like",Q5RD79.1,6.27e-71,R144.13.1,2.24e-42,CG9410-PA,8.83e-51,XP_003726327.2,1.27e-69
LOC105317183,uncharacterized LOC105317183,Q9BVR0.2,0.002,F10B5.5.1,0.13,HERC2-PC,0.59,XP_030843380.1,0.000146
LOC105317185,uncharacterized protein KIAA0825,Q8IV33.3,1.19e-81,T05F1.6.1,5.8,CG14085-PA,1.96e-29,XP_011672403.1,3.36e-152
LOC105317186,ribosome biogenesis protein NSA2 homolog,Q3SX11.1,1.42e-165,W09C5.1.1,2.1e-144,Ip259-PB,9.51e-140,XP_030832813.1,4.47e-165
LOC105317190,uncharacterized LOC105317190,Q6CPK7.1,1.48e-09,R07E4.6c.1,1.68e-08,Pka-R2-PB,2.18e-08,XP_030850180.1,7.59e-33
LOC105317192,putative methyltransferase C9orf114 homolog,Q3UHX9.1,2.78e-149,B0361.6.1,4.15e-69,CG12128-PA,2.81e-102,XP_030854059.1,2.04e-143
LOC105317193,dehydrodolichyl diphosphate synthase complex subunit DHDDS,Q86SQ9.3,3.31e-129,T01G1.4.1,7.66e-75,CG10778-PB,4.77e-89,XP_030850309.1,1.82e-137
LOC105317194,bromodomain and WD repeat-containing protein 3,A2AHJ4.1,0,F55B12.3a.1,6.71e-22,BRWD3-PA,0,XP_030850310.1,0
LOC105317195,uncharacterized LOC105317195,P21340.3,0.68,T24A6.20.1,1.16e-11,CG32054-PA,2.6,XP_030843660.1,1.92e-09
LOC105317209,glycogen-binding subunit 76A,Q9VVY3.1,1.06e-26,CC8.2b.1,1.8,Gbs-76A-PD,1.77e-27,XP_003729198.1,2.57e-29
LOC105317210,NF-kappa-B inhibitor-interacting Ras-like protein 1,Q9NYS0.1,1.13e-68,F52A8.6c.4,6.34e-23,kappaB-Ras-PB,1.81e-38,XP_785309.3,7.71e-52
LOC105317217,transmembrane protein 164,Q5U3C3.1,1.04e-83,C35C5.10b.1,5.5e-56,CG14591-PD,4.87e-49,XP_030837380.1,2.89e-78
LOC105317219,methylosome subunit pICln,P54106.1,1.78e-39,C01F6.8a.1,4.67e-25,icln-PA,1.15e-15,XP_030838059.1,2.85e-32
LOC105317220,lysine-specific demethylase 6A,O15550.2,0,D2021.1b.1,1.04e-134,Utx-PD,0,XP_030838251.1,0
LOC105317224,cell division cycle protein 16 homolog,Q13042.2,0,F10B5.6.1,1.9e-42,Cdc16-PA,3.98e-101,XP_030837397.1,0
LOC105317227,uncharacterized LOC105317227,A4XKP4.1,1.2,T25F10.5.1,1.1,Toll-7-PA,5.3,XP_030840557.1,0.062
LOC105317228,exocyst complex component 6B,Q9Y2D4.3,0,C28G1.3.1,0,Sec15-PA,0,XP_030842032.1,0
LOC105317230,uncharacterized LOC105317230,Q7ZWA3.1,3.17e-27,H28G03.1c.1,7.88e-12,msi-PE,1.98e-10,XP_030837760.1,8.85e-16
LOC105317233,sodium-dependent multivitamin transporter-like,Q9XT77.1,3.07e-114,ZK822.5a.2,2.28e-72,CG10444-PA,1.02e-84,XP_030838536.1,1.36e-126
LOC105317237,uncharacterized LOC105317237,Q9NYQ6.1,1.4,T03D8.5c.1,0.59,CG10495-PA,3.5,XP_030838830.1,0.028
LOC105317238,XK-related protein 6,Q5GH73.1,7.62e-27,F08F1.5.1,5.9e-09,CG32579-PC,2.04e-06,XP_030839280.1,7.95e-36
LOC105317244,neuronal acetylcholine receptor subunit alpha-3,P09481.2,1.42e-37,F25G6.3.1,1.16e-35,nAChRalpha2-PB,9.28e-31,XP_003728202.2,6.84e-33
LOC105317254,uncharacterized LOC105317254,P60322.2,3.94e-20,R03D7.7.1,4.32e-07,nos-PB,2.97e-13,XP_030841829.1,8.16e-20
LOC105317255,acylamino-acid-releasing enzyme,Q8R146.3,0,R11E3.8a.2,7.73e-113,CG3744-PF,1.57e-09,XP_030828374.1,0
LOC105317251,T-box transcription factor mls-1,Q07998.1,8.58e-40,H14A12.4.1,5.27e-37,byn-PC,9.22e-35,XP_011680189.2,2.4e-37
LOC105317256,uncharacterized LOC105317256,D2GXS7.1,9.03e-11,F26F4.7.1,6.74e-05,mei-P26-PD,4.71e-05,XP_030842444.1,1.97e-10
LOC105317260,protein DD3-3,Q58A42.1,7.15e-114,F13E9.5.1,2.2,Klp59C-PA,1.5,XP_801877.1,0
LOC105317261,angiopoietin-related protein 6,Q8NI99.1,1.02e-35,T15B7.1.1,3.24e-05,CG41520-PD,7.04e-24,XP_001188867.1,8.64e-31
LOC105317269,uncharacterized LOC105317269,Q6UWP8.2,0.001,F54E4.1b.1,4.7,CG33965-PA,2.2,XP_011683534.2,1.7
LOC105317277,uncharacterized LOC105317277,Q49XE6.1,0.16,W03D8.6d.2,0.23,Ent1-PC,2,XP_030852497.1,0.15
LOC105317278,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",Q15125.3,1.1e-62,ZK84.2.1,0.39,SLO2-PN,0.29,XP_794451.2,1.39e-54
LOC105317279,uncharacterized LOC105317279,Q10451.2,0.19,C05B5.7a.1,1.5,CG15743-PB,5,XP_011665590.1,4.2
LOC105317281,protein CLN8,Q9UBY8.3,6.84e-65,R06B10.4a.1,0.26,nompC-PD,2.2,XP_030852373.1,3.83e-05
LOC105317285,uncharacterized LOC105317285,Q9R6X4.2,3.9,F39H2.5.2,0.28,CG13252-PA,1.2,XP_030837741.1,0.33
LOC105317289,protein jagged-1,D3ZHH1.3,4.24e-32,F47C12.2.1,1.19e-19,Dl-PC,2.27e-23,XP_030856245.1,1.29e-39
LOC105317292,secretory phospholipase A2 receptor-like,P20693.1,2.19e-11,ZK1193.2a.1,5.1e-05,lectin-33A-PB,1.59e-08,XP_001197720.3,1.07e-09
LOC117680309,A disintegrin and metalloproteinase with thrombospondin motifs adt-1-like,Q96RW7.2,1.31e-42,C02B4.1.1,7.39e-32,Sema5c-PB,2.88e-30,XP_030853396.1,1.15e-40
LOC105317296,SCO-spondin-like,Q28178.2,4.78e-28,C02B4.1.1,5.55e-23,Sema5c-PB,8.43e-21,XP_030839714.1,1.67e-25
LOC105317299,uncharacterized LOC105317299,P75800.1,5.2,F41A4.1.1,0.21,CG17111-PB,4.4,XP_011668964.2,4.1
LOC105317301,copper transport protein ctr6,Q9FGU8.1,7.33e-06,Y58A7A.1a.1,2.56e-06,Ctr1A-PB,7.4e-06,XP_003727592.2,1.7e-05
LOC105317302,uncharacterized LOC105317302,P13993.1,1.24e-10,W06G6.7.1,0.3,,,XP_030852014.1,3.68e-13
LOC105317308,low-density lipoprotein receptor-related protein 1,Q9NZR2.2,2.4e-85,F29D11.1.1,4.01e-54,arr-PA,5.48e-66,XP_783851.3,1.7e-130
LOC105317309,uncharacterized LOC105317309,D2X5V5.1,0.002,C10E2.6.1,9.2,CG9068-PA,0.003,XP_030834461.1,0.34
LOC105317311,uncharacterized LOC105317311,D2X5V5.1,1.3,W06H12.1.1,7.5,CG14891-PA,0.64,XP_030852447.1,1.2
LOC105317312,UPF0462 protein C4orf33 homolog,Q8BGN2.1,1.39e-67,C33A12.3a.1,2.2e-46,stj-PC,0.83,XP_030836308.1,1.58e-61
LOC105317314,UPF0462 protein C4orf33 homolog,Q8BGN2.1,2.37e-36,C33A12.3a.1,1.12e-15,CG5762-PA,8.5,XP_030836308.1,1.37e-32
LOC105317316,uncharacterized LOC105317316,Q9NRX2.1,9.59e-14,Y54E10A.7.3,7.34e-13,mRpL17-PB,6.56e-27,XP_796151.2,8.86e-16
LOC105317317,neuronal acetylcholine receptor subunit alpha-10,Q9I8C7.1,1.75e-97,F25G6.3.1,4.11e-91,nAChRalpha7-PF,4.24e-95,XP_782644.4,3.5e-102
LOC105317319,uncharacterized LOC105317319,Q9ESS6.1,1.1e-09,W06H8.8l.1,4.53e-07,ed-PC,1.08e-06,XP_011666525.1,2.43e-06
LOC105317331,uncharacterized LOC105317331,B9M3M9.1,0.71,C36B7.5b.1,2.2,,,XP_030838695.1,1.66e-21
LOC105317335,sulfotransferase 1C4,O75897.2,5.55e-46,Y113G7A.11.1,2.29e-20,St2-PB,1.1e-26,XP_030846018.1,6.84e-40
LOC105317337,sulfotransferase 1C4,O75897.2,1.29e-47,Y113G7A.11.1,2.33e-20,St2-PB,2.5e-27,XP_030846427.1,1.5e-38
LOC105317338,uncharacterized LOC105317338,G5ED84.1,3.39e-09,W02G9.2b.1,2.31e-10,CG17754-PF,1.27e-07,XP_030836723.1,9.44e-11
LOC105317339,"cytochrome c oxidase assembly protein COX18, mitochondrial-like",Q5R7D0.1,8.01e-37,Y55F3AR.1.2,5.55e-11,CG4942-PA,3.5e-22,XP_030835952.1,1.44e-34
LOC105317342,F-box only protein 47,Q5MNV8.2,1.28e-86,F54D5.9.1,1.61e-07,CG45413-PB,3.1,XP_030844721.1,7.1e-79
LOC105317340,transmembrane protein 231,F7B645.1,1.74e-108,T26A8.2.1,9.34e-17,CG14020-PA,5.2e-06,XP_030831617.1,3.02e-117
LOC105317343,elongator complex protein 4,Q566Y1.2,7.04e-111,C26B2.6.1,1.05e-25,CG6907-PB,7.39e-36,XP_030844920.1,6.16e-126
LOC105317344,probable G-protein coupled receptor 83,Q19PY9.1,1.84e-11,K10B4.4.1,1.62e-08,CCAP-R-PC,9.43e-07,XP_030829040.1,5.1e-12
LOC105317345,cytochrome b-c1 complex subunit 7,O01369.2,2.18e-19,T02H6.11.1,2.93e-07,UQCR-14L-PA,2.4e-18,XP_790921.1,8.21e-17
LOC105317346,NPC intracellular cholesterol transporter 1,P56941.1,0,F02E8.6.2,9.53e-162,Npc1a-PG,0,XP_780036.2,0
LOC105317352,uncharacterized LOC105317352,Q6P2L6.2,0.088,ZC250.4.1,1.8,Ptx1-PA,1.1,XP_030829489.1,1.8
LOC105317353,armadillo repeat-containing protein 1,Q9D7A8.1,9.78e-52,K05C4.7.1,0.000514,mor-PB,3.9,XP_030839263.1,1.67e-60
LOC105317354,regulator of MON1-CCZ1 complex,Q8VC42.1,0,Y50D4A.4a.1,1.67e-82,Bulli-PB,5.29e-149,XP_030838768.1,0
LOC105317355,mitochondrial fission regulator 2,Q08BD8.1,2.33e-18,Y53F4B.27a.1,1.3,Ctr9-PA,0.5,XP_030838543.1,6.9e-17
LOC105317356,uncharacterized LOC105317356,Q9SU00.1,0.045,R05G6.8.1,0.41,CG32206-PB,0.83,XP_784808.3,0.000412
LOC105317360,ras-GEF domain-containing family member 1B,Q6DHR3.2,0,R05G6.10a.1,6.73e-121,CG7369-PA,5.07e-115,XP_030835722.1,0
LOC105317362,substance-K receptor,P79218.1,1.8e-42,F41E7.3.1,4.15e-30,CG30340-PA,1.44e-35,XP_003723464.2,4.61e-54
LOC105317363,uncharacterized LOC105317363,Q6KC79.2,0.064,F59A6.5.1,1.5,Tep2-PD,3.6,XP_030841655.1,0.19
LOC105317364,protein Wnt-8b,P28026.2,2.41e-100,W01B6.1.1,8.94e-57,Wnt2-PA,1.31e-47,NP_999832.1,2.96e-81
LOC105317365,"dynein heavy chain 3, axonemal-like",Q8TD57.1,0,F18C12.1.1,0,Dhc36C-PB,0,XP_030839869.1,0
LOC105317368,uncharacterized LOC105317368,Q8N2G4.2,1.2,C15H9.9.3,0.093,CG6583-PA,1.66e-24,XP_030845201.1,0.1
LOC105317369,uncharacterized LOC105317369,Q8N2G4.2,2.5,C15H9.9.3,2.17e-05,crok-PA,3.45e-21,XP_030833731.1,0.000773
LOC105317370,prostaglandin E2 receptor EP4 subtype,Q28691.1,9.54e-37,K10B4.4.1,2.16e-11,Octbeta1R-PB,0.000426,XP_030846560.1,7.52e-14
LOC105317373,uncharacterized LOC105317373,A5GVF0.1,0.79,F49C5.1.1,1.6,moody-PD,3.8,XP_030837806.1,3
LOC105317377,vacuolar protein sorting-associated protein VTA1 homolog,Q32L63.1,3.57e-94,T23G11.7b.1,2.57e-60,Vta1-PA,2.9e-50,XP_791328.2,1.48e-73
LOC105317378,uncharacterized LOC105317378,Q8C6L5.1,0.34,C24B5.3.1,3.2,Urod-PA,6.5,XP_030851601.1,4.5
LOC105317379,pyrokinin-1 receptor,Q8ITC9.1,2.1e-77,K10B4.4.1,6.51e-64,PK2-R1-PA,2.74e-62,XP_030829728.1,5.12e-54
LOC105317384,serine/threonine-protein kinase 19,Q9JHN8.2,1.93e-66,F57B9.2d.1,0.58,CG8001-PD,3.3,XP_030839811.1,2.06e-82
LOC105317385,decapping and exoribonuclease protein,Q5HZT0.1,1.2e-101,F54C1.2.2,5.74e-39,Rai1-PA,3.71e-42,XP_783738.3,3e-111
LOC105317386,ZZ-type zinc finger-containing protein 3,Q8IYH5.1,3.81e-107,F15D3.1i.1,0.018,Atac1-PA,8.36e-32,XP_030853886.1,2.5e-104
LOC105317389,neuromedin-U receptor 2,Q9EQD2.1,1.07e-18,K10B4.4.1,1.4e-14,ETHR-PC,2.15e-13,XP_030854209.1,1.34e-13
LOC105317390,rhodopsin,P0C7U4.1,6.26e-19,K10B4.4.1,5.31e-15,PK2-R1-PA,2.26e-05,XP_003725980.2,8.1e-17
LOC105317391,C3a anaphylatoxin chemotactic receptor,O15973.1,3.52e-24,K10B4.4.1,2.15e-16,PK2-R1-PA,2.58e-08,XP_030828576.1,3.22e-17
LOC105317392,p53 and DNA damage-regulated protein 1,Q642A0.2,3.12e-33,T07D4.5.1,0.00038,Pdrg1-PA,3.37e-16,XP_030831883.1,1.35e-38
LOC105317394,cell division cycle-associated protein 3,Q99618.1,1.51e-06,Y37D8A.22.1,0.6,dpy-PX,3.9,XP_030842728.1,0.003
LOC105317395,ubiquitin carboxyl-terminal hydrolase 5,P56399.1,0,T27A3.2.1,2.07e-162,Usp5-PC,0,XP_030842725.1,0
LOC105317396,uncharacterized LOC105317396,Q8JZW5.3,9.16e-23,T27F7.2c.2,1.08e-15,CG33993-PB,7.66e-31,XP_030843090.1,2.74e-23
LOC105317399,bombesin receptor subtype-3-like,O15973.1,1.12e-15,K10B4.4.1,1.52e-15,CapaR-PB,7.37e-07,XP_030838918.1,2.06e-14
LOC105317400,signal recognition particle 14 kDa protein,Q5RBX7.1,7.51e-41,F25G6.8.1,1.83e-18,Srp14-PB,4.6e-24,XP_030855173.1,5.83e-44
LOC105317411,uncharacterized LOC105317411,A4WAM9.1,0.17,B0414.6.1,0.13,CG17802-PA,3.7,XP_030830747.1,0.69
LOC105317412,protein PXR1,Q5UQ50.1,0.008,F18A12.8a.1,0.94,Irk2-PB,4.2,XP_030848135.1,0.021
LOC105317413,uncharacterized LOC105317413,F4HRT5.1,0.26,T21B10.3.1,0.52,,,XP_030855491.1,0.003
LOC105317414,translation initiation factor IF-2-like,Q63HN8.3,4.04e-05,ZK783.1g.1,0.000161,,,XP_030832880.1,5.4e-09
LOC105317415,uncharacterized LOC105317415,Q91094.1,2.8,Y119D3B.5.1,0.37,,,XP_030837785.1,6.4
LOC105317416,phosphatidylinositol 3-kinase 1,P16537.1,1.43e-17,Y97E10AL.1.1,3.28e-38,stum-PE,4.72e-15,XP_030855649.1,6.37e-33
LOC105317420,proteoglycan 4,,,ZK783.1g.1,0.012,,,XP_030846648.1,3.08e-07
LOC105317419,transmembrane protein 179B,Q7T392.2,0.004,Y66D12A.13.1,1,CG13603-PA,0.045,XP_030840337.1,0.002
LOC105317439,deoxyribose-phosphate aldolase,Q3T0V9.1,4.96e-165,F09E5.3.1,9.44e-89,Dera-PD,7.87e-99,XP_796485.3,4.57e-178
LOC105317451,uncharacterized LOC105317451,Q26627.1,0.000307,B0218.8.1,0.85,Fpgs-PA,8.7,NP_999773.1,4.48e-05
LOC105317467,cholecystokinin receptor type A,P70031.1,3.58e-07,F21C10.12.1,2.4e-06,SIFaR-PC,1.35e-07,XP_030843295.1,4.09e-14
LOC105317465,"iron-sulfur cluster assembly 2 homolog, mitochondrial",Q5R788.1,1.02e-45,Y54G11A.9.2,1.72e-34,CG13623-PB,9.41e-45,XP_003730625.2,3.29e-50
LOC105317469,zinc finger CCHC domain-containing protein 8,Q5F3D1.1,1.79e-60,ZK632.11.1,1e-23,CG4622-PC,2.36e-28,XP_030847665.1,2.81e-48
LOC105317470,ester hydrolase C11orf54 homolog,Q5U2Q3.1,3.03e-113,C24B5.4.1,3.69e-87,CG9119-PA,1.8e-86,XP_030848146.1,1.09e-106
LOC105317471,ankyrin repeat and death domain-containing protein 1B,Q68LP1.2,6.71e-05,B0350.2h.2,0.000534,nompC-PD,1.25e-05,XP_030849781.1,2.56e-08
LOC105317472,"phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",Q9DB30.2,1.23e-111,Y50D7A.3a.1,1.77e-75,PhKgamma-PF,4.86e-113,XP_030847677.1,2.48e-112
LOC105317475,uncharacterized protein C56G2.4,Q09288.2,2.87e-17,C56G2.4.1,2.53e-18,Corin-PC,5.56e-11,XP_003724561.1,1.53e-16
LOC105317478,replication factor C subunit 2,Q641W4.1,0,F58F6.4.1,1.07e-147,RfC4-PA,8.84e-178,XP_790650.2,0
LOC105317479,coiled-coil domain-containing protein 74B,Q96LY2.1,2.62e-10,K08C7.3d.1,0.95,Dph1-PC,2,XP_795812.2,1.81e-75
LOC105317480,probable ATP-dependent RNA helicase DHX37,Q8IY37.1,0,C06E1.10.1,0,kz-PB,0,XP_030847415.1,0
LOC105317482,vacuolar protein sorting-associated protein 53 homolog,Q5ZLD7.1,0,T05G5.8a.2,3.14e-175,Vps53-PA,0,XP_030847285.1,0
LOC105317484,uncharacterized LOC105317484,P55344.2,0.26,ZC506.4a.1,0.97,kune-PA,0.003,XP_800016.1,0.25
LOC105317481,suppressor protein SRP40,,,F20D6.10.1,0.52,,,XP_030845512.1,0.2
LOC105317485,uncharacterized LOC105317485,Q9P283.4,0.000555,T19D2.1.1,0.000166,gogo-PA,0.00049,XP_030843527.1,2.56e-05
LOC105317487,hemicentin-1,D3YXG0.1,3.62e-40,F08C6.1a.2,1.33e-27,Sema5c-PB,1.07e-17,XP_030853395.1,8.81e-35
LOC105317488,uncharacterized LOC105317488,Q54JI9.1,0.033,E01A2.2b.1,8.7,,,XP_030832622.1,5.18e-06
LOC105317489,serine-rich adhesin for platelets,Q8FUI7.2,0.59,T02C5.5b.1,1.6,CG7879-PB,0.86,XP_030849397.1,0.19
LOC105317492,KRR1 small subunit processome component homolog,Q8BGA5.1,9.62e-163,C05C8.2.1,2.61e-113,dbe-PA,9.47e-122,XP_030845017.1,1.23e-158
LOC105317493,prolyl 4-hydroxylase subunit alpha-1-like,P16924.1,1.21e-53,F35G2.4.1,2.45e-49,PH4alphaPV-PA,3.74e-49,XP_030835071.1,2.72e-46
LOC105317490,exocyst complex component 5,O00471.1,0,C33H5.9.1,2.07e-171,Sec10-PA,0,XP_030855262.1,0
LOC105317495,prolyl 4-hydroxylase subunit alpha-1,P54001.2,2.3e-68,F35G2.4.1,1.26e-67,PH4alphaSG1-PA,7.64e-63,XP_030835071.1,2.28e-62
LOC105317496,MORN repeat-containing protein 2,Q32KU3.1,1.21e-25,T22C1.7.1,0.001,Rsph1-PA,4.85e-15,XP_011663612.1,3.35e-60
LOC105317497,"dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",Q19749.1,8.24e-169,F23B12.5.2,7.26e-170,muc-PA,1.76e-91,XP_030830100.1,3.8e-147
LOC105317498,uncharacterized LOC105317498,P32314.3,8.6e-16,C25A1.2.2,6.84e-13,fd96Cb-PA,2.28e-09,XP_030855503.1,8.88e-16
LOC105317500,uridine 5'-monophosphate synthase,P11172.1,0,T07C4.1.2,2.59e-105,r-l-PA,2.5e-145,XP_030845608.1,0
LOC105317501,transmembrane 7 superfamily member 3,Q9NS93.1,2.98e-69,C48B4.10.1,0.21,BtbVII-PF,1.9,XP_030845222.1,6.06e-62
LOC105317502,DNA-directed RNA polymerase II subunit RPB4,O15514.1,2.45e-75,F43E2.2.1,1.11e-53,Rpb4-PF,9.23e-55,XP_795859.1,9.18e-60
LOC105317499,kxDL motif-containing protein 1-like,Q6DBR9.1,3.33e-29,C13F10.2.1,6.5e-15,CG10681-PB,3.78e-24,XP_011680708.1,3.01e-30
LOC105317504,uncharacterized LOC105317504,Q9FK05.1,1.4,Y51H7C.11.1,0.46,Atg9-PA,0.011,XP_030855928.1,4.7
LOC105317505,uncharacterized LOC105317505,P0DPU8.1,0.09,C25G6.1.1,0.000309,crim-PA,2.8e-06,XP_030831263.1,4.7
LOC105317506,40S ribosomal protein S11,P61270.3,1.95e-83,F40F11.1.1,2.79e-75,RpS11-PC,1.78e-76,XP_030851041.1,4.21e-82
LOC105317507,uncharacterized LOC105317507,P54849.3,0.3,C06E1.3.1,0.55,,,XP_030834622.1,0.006
LOC105317512,BTB and MATH domain-containing protein 38,Q20681.1,3.04e-13,F52H3.3.1,2.68e-14,Rnb-PA,4.09e-05,XP_030851868.1,7.75e-07
LOC105317509,uncharacterized LOC105317509,O32808.1,0.37,C39E9.3.1,0.22,Spc105R-PA,5.1,XP_030846648.1,0.11
LOC105317513,"C-type lectin domain family 17, member A",Q6ZS10.2,1.16e-16,ZK1193.2a.1,3.95e-09,tfc-PC,1.57e-10,XP_030846891.1,2.41e-14
LOC105317514,uncharacterized LOC105317514,Q9V998.1,6.3,C44H9.5b.1,2.1,ubl-PA,0.4,XP_011671807.2,0.32
LOC105317515,UPF0692 protein C19orf54 homolog,B0V3H4.1,1.68e-43,K07A1.3.1,1.09e-26,CG33108-PA,1.12e-26,XP_011681883.2,8.2e-41
LOC105317517,selenoprotein H,Q8IZQ5.2,1.86e-23,K08F8.4a.1,0.26,BthD-PA,8.16e-10,XP_030832530.1,8.8
LOC105317520,uncharacterized LOC105317520,Q5RJ80.1,5.92e-09,F20G4.3.1,0.075,cbs-PC,1.8,XP_003724148.1,1.07e-06
LOC105317522,uncharacterized LOC105317522,Q6CYG2.1,0.041,F37B1.5.1,2.9,CG15118-PD,2.8,XP_030828378.1,2.3
LOC105317533,receptor-type tyrosine-protein phosphatase alpha,Q99M80.2,1.11e-62,C09D8.1e.1,2.34e-55,Ptpmeg2-PH,5.35e-56,XP_030852104.1,1.4e-69
LOC105317534,receptor-type tyrosine-protein phosphatase mu,Q99M80.2,2.29e-55,C09D8.1f.1,5.81e-53,Ptpmeg2-PH,2.74e-48,XP_030852090.1,9.42e-55
LOC105317539,uncharacterized LOC105317539,Q7Z6E9.1,0.028,C34F6.10.1,0.023,,,XP_011682666.2,0.044
LOC105317541,melanopsin,Q5XXP2.1,5.98e-55,F41E7.3.1,1.94e-14,Rh6-PD,1.23e-31,XP_030835800.1,1.37e-47
LOC105317542,parapinopsin,P52202.1,1.12e-45,C16D6.2b.1,2.85e-17,Rh6-PD,8.21e-29,XP_030835800.1,1.09e-44
LOC105317544,serine-rich adhesin for platelets,P45619.1,2.3,,,PIG-S-PC,9.2,XP_792358.4,0.053
LOC105317546,cholecystokinin receptor,P70031.1,6.39e-20,T05A1.1c.1,1.52e-11,ETHR-PC,1.01e-09,XP_030829279.1,8.82e-22
LOC105317547,arrestin domain-containing protein 17,O45782.2,7.7e-42,T12D8.4.1,6.78e-43,CG1105-PA,1.21e-48,XP_030832434.1,1.17e-57
LOC105317545,DENN domain-containing protein 4C,Q7Z401.2,0,F52C12.4f.2,0,Crag-PD,0,XP_030832687.1,0
LOC105317549,cotranscriptional regulator FAM172A,Q3TNH5.2,1.92e-88,Y75B8A.31.1,3.76e-47,CG10038-PB,1.74e-61,XP_030832814.1,6.62e-86
LOC105317552,uncharacterized LOC105317552,O76217.2,7.67e-05,B0280.5.1,0.27,teq-PF,3.18e-05,XP_030844184.1,0.97
LOC105317555,uncharacterized LOC105317555,H9J9M0.1,1.21e-39,C54G7.3a.1,1.11e-38,Cda5-PE,2.88e-54,XP_011663592.2,1.6
LOC105317556,protein AF-9,Q03111.2,9.98e-71,M04B2.3.1,1.54e-14,ear-PC,1.03e-38,XP_782465.1,2.05e-65
LOC105317557,protein phosphatase 1 regulatory subunit 27,Q86WC6.1,7.66e-31,C06C3.1b.1,5.06e-23,MYPT-75D-PB,7.37e-22,XP_011681434.1,1.44e-17
LOC105317558,jmjC domain-containing protein E-like,P0C870.1,1.39e-30,C06H2.3a.1,3.47e-11,JMJD7-PA,1.2e-28,XP_003728283.2,3.37e-129
LOC105317560,bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7,P0C872.1,1.57e-32,C06H2.3a.1,3.36e-10,JMJD7-PA,2.63e-29,XP_003728283.2,2.8e-162
LOC105317561,uncharacterized LOC105317561,Q6L708.1,0.3,K05B2.5b.1,0.18,,,XP_011677850.1,0.78
LOC105317565,rho-related protein racD,O82480.1,5.07e-33,C35C5.4a.1,1.03e-31,RhoL-PA,4.7e-32,XP_030842342.1,2.44e-30
LOC105317568,Golgi phosphoprotein 3 homolog sauron,Q9VQ93.1,5.07e-154,Y47G6A.18.2,4.4e-144,sau-PE,6.74e-142,XP_784446.1,2.66e-153
LOC105317570,centromere/kinetochore protein zw10 homolog,O54692.3,4.08e-152,F20D12.4.3,3.33e-25,Zw10-PB,1.04e-46,XP_789289.3,4.86e-126
LOC105317573,protein CIP2A homolog,Q5XK92.1,1.11e-162,B0432.7b.1,1.28e-32,CG12702-PB,3.04e-05,XP_030846485.1,0
LOC105317574,uncharacterized LOC105317574,Q86Z23.1,9.18e-11,F07A5.7a.4,0.016,CG31051-PB,6,XP_003729490.1,9.5e-08
LOC105317575,uncharacterized LOC105317575,Q5RJ80.1,4.23e-09,Y51A2D.15a.1,0.59,key-PB,3.8,XP_003729490.1,2.52e-07
LOC105317576,uncharacterized LOC105317576,Q7PLK0.3,3,H20E11.3.1,0.27,AGO3-PG,0.26,XP_011678344.1,5
LOC105317578,venom nerve growth factor 4,Q8QG74.1,1.45e-14,ZK856.6.1,0.94,,,NP_001073024.1,6.1e-16
LOC105317579,transcription factor SUM-1,Q00492.1,2.84e-60,B0304.1c.2,7.74e-27,nau-PA,3.13e-34,XP_030844021.1,6.52e-49
LOC105317582,"tryptophan 2,3-dioxygenase",P20351.1,2.68e-152,C28H8.11a.2,5.02e-139,v-PA,1.22e-150,XP_030836965.1,3.9e-138
LOC105317583,vacuolar ATPase assembly integral membrane protein VMA21-like,B8JLV7.1,8.04e-19,R07E5.19.1,7.97e-13,CG5969-PA,9.86e-07,XP_011674361.2,2.08e-16
LOC105317586,uncharacterized LOC105317586,P28481.2,0.072,B0273.115.1,7.6,RpS10b-PE,2.3,XP_030834461.1,0.000677
LOC105317584,gamma-glutamyl hydrolase,Q9Z0L8.2,6.74e-86,ZK355.1.1,0.14,l(3)72Dp-PA,9.68e-46,XP_787753.3,6.44e-73
LOC105317588,N-acetylglucosamine-6-phosphate deacetylase,Q6P0U0.1,2.27e-172,F59B2.3.3,1.61e-137,CG17065-PD,2.43e-165,XP_030836999.1,3.46e-165
LOC105317590,uncharacterized LOC105317590,Q9NWW9.1,1.25e-07,ZK652.9.1,0.3,Dis3l2-PA,4,XP_030854007.1,1.4
